sigma_mm,cases_tested,biology_added_failures,mean_abs_bio_shift,mean_abs_sink_shift,mean_sink_to_bio_ratio,primary_conclusion_survives
2.0,3,0,190.3076194868299,0.3815293551546291,0.019181904309785044,False
4.0,3,2,9.265310384414216,0.6514812022251676,0.07023130381849564,True
6.0,3,2,10.24273904154972,0.6723240786623106,0.06725871416372715,True
