plan_id,case_label,comparator_id,comparator_label,metric,label,units,n_repeats,mean_true_minus_comparator,std_repeat_delta,min_delta,max_delta,p2_5_delta,p97_5_delta,mean_delta_ci_lower,mean_delta_ci_upper,bio_sigma_for_delta,combined_sigma,combined_95pct_noise_band,abs_mean_over_combined_sigma,favors_true_sink,exceeds_1sigma_noise_band,exceeds_95pct_noise_band,mean_delta_ci_excludes_zero
case02,Left maxillary sinus crescent abutting orbit,ap_flip_sink,"Bystander, anterior-posterior flipped vessel sink",spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,Gy,9,0.047691975955070215,0.007760169095395335,0.03506064234055728,0.0601552264100107,0.03578083737486679,0.059155303685228235,0.04268680279882651,0.05262115567664883,0.03851846227193974,0.03929239315928688,0.07701309059220228,1.2137712193230987,False,True,False,True
case02,Left maxillary sinus crescent abutting orbit,ap_flip_sink,"Bystander, anterior-posterior flipped vessel sink",spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,Gy,9,0.07746813720492263,0.004114459864569231,0.07183730111350428,0.08408065795490316,0.07223974670212882,0.08375967349938733,0.07485211968086804,0.08012897897970296,0.02209242059849925,0.02247229022325373,0.04404568883757731,3.4472737952076042,False,True,True,True
case02,Left maxillary sinus crescent abutting orbit,ap_flip_sink,"Bystander, anterior-posterior flipped vessel sink",brainstem_d2,Brainstem D2,Gy,9,-0.03063329060872317,0.11758431714334201,-0.23345108032226491,0.09475448608398906,-0.22596430969238385,0.09259260559082491,-0.11023967446221351,0.04132435268826108,0.00034736647075023474,0.11758483023558369,0.23046626726174405,0.2605207708115811,True,False,False,False
case02,Left maxillary sinus crescent abutting orbit,ap_flip_sink,"Bystander, anterior-posterior flipped vessel sink",parotid_r_mean,Parotid R mean,Gy,9,0.13356106956933608,0.021959894992199826,0.09883200965746486,0.16354481656141928,0.10182682706852156,0.163434108917159,0.11868201091500907,0.1476397572135015,0.05146535316557346,0.05595462058244739,0.10967105634159689,2.3869533593304952,False,True,True,True
case02,Left maxillary sinus crescent abutting orbit,ap_flip_sink,"Bystander, anterior-posterior flipped vessel sink",outside_gtv_d2,Outside-GTV D2,Gy,9,0.6943893856472442,0.20114254983434268,0.244458770751951,0.8905014038085994,0.2873405456542962,0.8866406250000054,0.5456344074673144,0.8122485595279262,0.0,0.20114254983434268,0.39423939767531163,3.452225231404944,False,True,True,True
case02,Left maxillary sinus crescent abutting orbit,ap_flip_sink,"Bystander, anterior-posterior flipped vessel sink",oar_adjacent_outside_gtv_mean,OAR-adjacent outside-GTV mean,Gy,9,-0.005973494765577946,0.031248669775849638,-0.05465381202509789,0.0523604301156233,-0.04968878633066254,0.0492998661134834,-0.025824812154283262,0.015171744856537722,0.0,0.031248669775849638,0.06124739276066529,0.1911599696379565,True,False,False,False
case02,Left maxillary sinus crescent abutting orbit,si_flip_sink,"Bystander, superior-inferior flipped vessel sink",ptv_d95,PTV D95,Gy,9,0.3026077270507817,0.05574875483490418,0.23299598693847656,0.3761262893676758,0.2331214523315431,0.3751406097412108,0.26593953715430396,0.3403250373734369,0.3956501309548962,0.39955844352268266,0.783134549304458,0.7573553555341219,True,False,False,True
case02,Left maxillary sinus crescent abutting orbit,si_flip_sink,"Bystander, superior-inferior flipped vessel sink",pvdr,PVDR,ratio,9,-0.006668402394348849,0.000581588355329054,-0.00722671047852641,-0.005320224932312989,-0.007213892951815693,-0.0054975121062214695,-0.007002841783887351,-0.006238237223789389,0.002239658936019717,0.0023139397495931745,0.004535321909202622,2.881839250793481,False,True,True,True
case02,Left maxillary sinus crescent abutting orbit,si_flip_sink,"Bystander, superior-inferior flipped vessel sink",spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,Gy,9,0.1419333505851961,0.0023411299524810918,0.13863109220645597,0.14553928215787337,0.13882295911488213,0.14539214879370235,0.14041466531092434,0.14348582524323206,0.03851846227193974,0.03858954295206474,0.07563550418604688,3.678026214549969,False,True,True,True
case02,Left maxillary sinus crescent abutting orbit,si_flip_sink,"Bystander, superior-inferior flipped vessel sink",spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,Gy,9,0.1267009709849073,0.0028850766942964757,0.12245368225610953,0.13255436421205857,0.12275231169409792,0.13204996792157572,0.12499590322607854,0.12875496399783662,0.02209242059849925,0.02228000707883565,0.043668813874517876,5.6867563163955985,False,True,True,True
case02,Left maxillary sinus crescent abutting orbit,si_flip_sink,"Bystander, superior-inferior flipped vessel sink",brainstem_d2,Brainstem D2,Gy,9,0.017476993136936316,0.012465719799737289,0.0047996520996100855,0.049326782226561505,0.00561396789550841,0.04391404724121059,0.010857044643826511,0.02617951668633344,0.00034736647075023474,0.012470558671950656,0.024442294997023287,1.4014603191953507,False,True,False,True
case02,Left maxillary sinus crescent abutting orbit,si_flip_sink,"Bystander, superior-inferior flipped vessel sink",parotid_r_mean,Parotid R mean,Gy,9,-0.15455672997818257,0.02801593486005716,-0.2039195329251915,-0.11893258576441301,-0.20045725408226547,-0.11895288431283202,-0.17294286544274803,-0.13698007075874896,0.05146535316557346,0.05859671648258261,0.11484956430586192,2.6376346535410953,True,True,True,True
case02,Left maxillary sinus crescent abutting orbit,si_flip_sink,"Bystander, superior-inferior flipped vessel sink",outside_gtv_d2,Outside-GTV D2,Gy,9,0.004860814412435133,0.0318663768427119,-0.05355911254885015,0.07645874023440413,-0.04370826721193381,0.06601203918459574,-0.015246921115459285,0.027456062104974636,0.0,0.0318663768427119,0.06245809861171533,0.15253740443814653,False,False,False,False
case02,Left maxillary sinus crescent abutting orbit,si_flip_sink,"Bystander, superior-inferior flipped vessel sink",oar_adjacent_outside_gtv_mean,OAR-adjacent outside-GTV mean,Gy,9,-0.3423097232355631,0.016411094513669462,-0.3680355132830364,-0.31483432238140807,-0.36541259003895554,-0.3163096840635564,-0.35284281027104225,-0.3323002022749028,0.0,0.016411094513669462,0.032165745246792145,20.85843347928071,True,True,True,True
case02,Left maxillary sinus crescent abutting orbit,local_dropout_sink_20mm,"Bystander, local vessel dropout within 20 mm of GTV",ptv_d95,PTV D95,Gy,9,-0.8619797070821128,0.11098685575083343,-1.0619483947753885,-0.711133670806884,-1.0495837211608872,-0.7149293899536125,-0.9373581112755671,-0.7924036525355446,0.3956501309548962,0.4109222654883559,0.8054076403571776,2.0976709696119844,False,True,True,True
case02,Left maxillary sinus crescent abutting orbit,local_dropout_sink_20mm,"Bystander, local vessel dropout within 20 mm of GTV",pvdr,PVDR,ratio,9,0.02046716761794946,0.0016665744527212384,0.016720553180723963,0.022200709052331957,0.017200716280727814,0.0221817944719795,0.01922846215814017,0.021427464070431834,0.002239658936019717,0.002791691701487839,0.005471715734916165,7.33145698253193,True,True,True,True
case02,Left maxillary sinus crescent abutting orbit,local_dropout_sink_20mm,"Bystander, local vessel dropout within 20 mm of GTV",spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,Gy,9,-0.3043313279651072,0.0034162312930383467,-0.3099166405239302,-0.29715997751119616,-0.3093762767951219,-0.2980617954953324,-0.3065733006096771,-0.30198771430509985,0.03851846227193974,0.03866965958012017,0.07579253277703553,7.870028628893388,True,True,True,True
