plan_id,nominal_no_sink_rank,nominal_with_sink_rank,nominal_with_sink_vs_no_sink_shift,n_repeats,mean_empirical_shift,sd_empirical_shift,fraction_negative_shift,fraction_zero_shift,fraction_positive_shift,probability_same_direction_as_nominal,mean_empirical_risk_delta,sd_empirical_risk_delta
case02,1,1,0,9,0.1111111111111111,0.31426968052735443,0.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.04824912518613643,0.3215982109788303
case03,6,6,0,9,0.5555555555555556,0.6849348892187752,0.0,0.5555555555555556,0.4444444444444444,0.5555555555555556,1.7726512511975852,0.7066911523991409
case04,3,3,0,9,-0.5555555555555556,0.6849348892187752,0.4444444444444444,0.5555555555555556,0.0,0.5555555555555556,-1.9827354021598336,1.2152154163332438
case05,5,5,0,9,0.1111111111111111,0.5665577237325317,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.1682240051012913,0.6690300967693856
case06,4,4,0,9,-0.4444444444444444,1.257078722109418,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.2222222222222222,-0.7504122081865906,0.8077700019295934
case07,2,2,0,9,0.2222222222222222,0.628539361054709,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.5555555555555556,-0.25597677113858985,0.47759394495943364
