sample_id,plan_id,metric,label,physical_value,no_sink_value,with_sink_value,delta
sample_003,case03,brainstem_d2,Brainstem D2,18.5877791595459,34.81801071166992,34.49070510864258,-0.3273056030273409
sample_003,case03,parotid_r_mean,Parotid R mean,4.715152071943186,19.364139578077527,18.370128469756157,-0.9940111083213701
sample_003,case04,ptv_d95,PTV D95,3.4999999046325683,18.217428970336915,11.18015422821045,-7.037274742126465
sample_003,case04,pvdr,PVDR,1.9199070266211269,1.290243804601215,1.4892250185236513,0.19898121392243628
sample_003,case04,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.1157045766817415,21.476952723964093,19.31725922524221,-2.1596934987218823
sample_003,case04,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,3.8142536735420576,15.582582196331064,14.848302947965571,-0.7342792483654925
sample_003,case04,cord_d2,Cord D2,12.86361804962158,30.582560729980468,30.43333724975586,-0.14922348022460952
sample_003,case04,brainstem_d2,Brainstem D2,26.443986892700195,35.04211898803711,34.985052490234374,-0.05706649780273665
sample_003,case04,parotid_r_mean,Parotid R mean,3.353234562127277,14.907447329434481,13.98757397333781,-0.9198733560966712
sample_003,case05,ptv_d95,PTV D95,3.4999999046325683,18.806274604797363,17.384090232849122,-1.4221843719482408
sample_003,case05,pvdr,PVDR,2.0117584786890403,1.3145695650186724,1.1827710055625291,-0.13179855945614327
sample_003,case05,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.226131111328786,21.863816327076062,21.02878842217274,-0.8350279049033205
sample_003,case05,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,4.913785900432322,17.918952460015134,17.42779137464985,-0.4911610853652846
sample_003,case05,cord_d2,Cord D2,17.382209701538084,32.76880004882812,32.644414215087885,-0.12438583374023438
sample_003,case05,brainstem_d2,Brainstem D2,10.529837722778321,30.709945068359374,30.467747192382813,-0.2421978759765615
sample_003,case05,parotid_r_mean,Parotid R mean,7.717367107699616,24.5709097910409,23.596155810115313,-0.9747539809255876
sample_003,case06,ptv_d95,PTV D95,3.499999833106995,18.82836799621582,17.421975326538085,-1.4063926696777358
sample_003,case06,pvdr,PVDR,1.7061907148943334,1.20655822701751,1.2316407254380706,0.02508249842056065
sample_003,case06,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.543073716337961,23.04590708353425,22.300466923767456,-0.7454401597667939
sample_003,case06,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.422456015930188,19.7332299322885,19.135405075632896,-0.5978248566556026
sample_003,case06,cord_d2,Cord D2,5.403743743896482,19.139410705566405,19.015904464721675,-0.12350624084472983
sample_003,case06,brainstem_d2,Brainstem D2,6.732566375732423,20.466766357421875,20.063646392822264,-0.4031199645996111
sample_003,case06,parotid_r_mean,Parotid R mean,5.246605821811792,22.12702441360011,21.30675349765354,-0.8202709159465726
sample_003,case07,ptv_d95,PTV D95,3.5000000953674317,18.92759475708008,16.948251724243164,-1.9793430328369155
sample_003,case07,pvdr,PVDR,2.1613267665900513,1.3417118199237184,1.3802824947115409,0.0385706747878225
sample_003,case07,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.415503504528602,22.055359768481747,21.096442700423278,-0.9589170680584687
sample_003,case07,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,5.824338141293821,18.973656494819952,17.983655503801852,-0.9900009910180998
sample_003,case07,cord_d2,Cord D2,9.003155403137207,22.558929138183593,22.42292572021484,-0.1360034179687517
sample_003,case07,brainstem_d2,Brainstem D2,8.335540504455567,22.093433532714844,21.890127487182617,-0.20330604553222642
sample_003,case07,parotid_r_mean,Parotid R mean,3.8203198885676835,16.86278589229391,16.174712629029244,-0.6880732632646662
sample_003,case08,ptv_d95,PTV D95,3.500000047683716,19.342892742156984,17.634798526763916,-1.7080942153930678
sample_003,case08,pvdr,PVDR,1.6140858790872068,1.2479612529232853,1.1100573414625494,-0.13790391146073588
sample_003,case08,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.966978740692139,22.86199387287766,21.974727111926182,-0.8872667609514799
sample_003,case08,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.200121616227579,19.11360182763957,18.439057450971205,-0.674544376668365
sample_003,case08,cord_d2,Cord D2,12.02076622009277,31.079230346679687,30.97433006286621,-0.10490028381347827
sample_003,case08,brainstem_d2,Brainstem D2,10.299411087036132,27.8553141784668,27.379611053466796,-0.47570312500000256
sample_003,case08,parotid_r_mean,Parotid R mean,9.591219079374063,26.925443818834093,25.984908799450807,-0.9405350193832867
sample_003,case09,ptv_d95,PTV D95,3.5000001430511474,19.37812271118164,18.337386322021484,-1.0407363891601555
sample_003,case09,pvdr,PVDR,1.8639824157560045,1.2378598282542042,1.1452123447029618,-0.0926474835512423
sample_003,case09,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.143698386991114,22.584046542965797,22.281715854283604,-0.3023306886821935
sample_003,case09,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.54102773662969,19.734573664917896,19.366354772712707,-0.36821889220518855
sample_003,case09,cord_d2,Cord D2,11.807664413452148,27.711296997070306,27.61618705749511,-0.09510993957519531
sample_003,case09,brainstem_d2,Brainstem D2,9.051507835388184,28.951869888305666,28.546256561279296,-0.4056133270263693
sample_003,case09,parotid_r_mean,Parotid R mean,12.636478632146662,28.546543984461312,27.618717713789508,-0.9278262706718046
sample_003,case10,ptv_d95,PTV D95,3.5,19.683436393737793,17.609253883361816,-2.0741825103759766
sample_003,case10,pvdr,PVDR,1.645898441108816,1.2031209561631329,1.1182664334311962,-0.08485452273193661
sample_003,case10,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,8.18923931996917,23.34605189693013,22.829817940129306,-0.516233956800825
sample_003,case10,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,7.3043823211845735,20.104621601104736,19.849569274496567,-0.255052326608169
sample_003,case10,cord_d2,Cord D2,12.623858299255371,32.101899414062494,31.955629348754883,-0.14627006530761122
sample_003,case10,brainstem_d2,Brainstem D2,12.214059333801272,31.317405929565428,31.11978401184082,-0.19762191772460724
sample_003,case10,parotid_r_mean,Parotid R mean,6.92926394216942,24.89307597767223,23.907577029141514,-0.9854989485307151
sample_004,case01,ptv_d95,PTV D95,3.5000001788139343,20.959675788879395,20.396865844726562,-0.562809944152832
sample_004,case01,pvdr,PVDR,1.7942250613848219,1.2917884589342077,1.3032267986752717,0.011438339741064008
sample_004,case01,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.1248379276762455,24.32217098818117,23.962397096237698,-0.35977389194347253
sample_004,case01,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,5.551478219009564,20.287599613830626,19.96754655330271,-0.3200530605279148
sample_004,case01,cord_d2,Cord D2,1.6935659074783322,14.035346870422362,13.918464279174804,-0.11688259124755795
sample_004,case01,brainstem_d2,Brainstem D2,4.724041156768799,21.74860877990723,21.57279541015625,-0.17581336975097983
sample_004,case01,parotid_r_mean,Parotid R mean,4.527316856745518,18.11124311504942,17.63356258796923,-0.4776805270801887
sample_004,case02,ptv_d95,PTV D95,3.5,20.87258710861206,19.810942363739013,-1.0616447448730462
sample_004,case02,pvdr,PVDR,1.7966069888665888,1.2843286468935704,1.3003082806536295,0.015979633760059064
sample_004,case02,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.571629834635082,24.908043356033765,24.55945163003118,-0.34859172600258503
sample_004,case02,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.350267394972314,21.41174113154985,21.119182506083472,-0.292558625466377
sample_004,case02,cord_d2,Cord D2,4.304217872619628,19.9283632659912,19.838238372802724,-0.09012489318847727
sample_004,case02,brainstem_d2,Brainstem D2,7.62433998107911,26.871521148681644,26.705501480102544,-0.1660196685791
sample_004,case02,parotid_r_mean,Parotid R mean,0.21397229129015796,4.179501527005976,3.975416781926396,-0.20408474507957974
sample_004,case03,ptv_d95,PTV D95,3.5000001192092896,20.90562629699707,18.87478494644165,-2.03084135055542
sample_004,case03,pvdr,PVDR,1.6557359939167076,1.251928309851496,1.1194872189296143,-0.1324410909218816
sample_004,case03,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.893605106264787,25.198698959104238,24.301461742618116,-0.897237216486122
sample_004,case03,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.3122657820646655,21.245169712231167,20.787447065600166,-0.4577226466310016
sample_004,case03,cord_d2,Cord D2,18.599873275756835,36.041923675537106,35.948854217529295,-0.09306945800781108
sample_004,case03,brainstem_d2,Brainstem D2,18.5877791595459,36.55490051269532,36.21515808105469,-0.3397424316406301
sample_004,case03,parotid_r_mean,Parotid R mean,4.715152071943186,21.28676865124943,20.348778607146908,-0.9379900441025235
sample_004,case04,ptv_d95,PTV D95,3.4999999046325683,20.30596046447754,14.213125514984132,-6.092834949493408
sample_004,case04,pvdr,PVDR,1.9199070266211269,1.2647062360814936,1.4270794620588476,0.16237322597735404
sample_004,case04,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.1157045766817415,23.62972543868203,21.678288553078215,-1.9514368856038153
sample_004,case04,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,3.8142536735420576,17.531241919889467,16.868218127921754,-0.6630237919677135
sample_004,case04,cord_d2,Cord D2,12.86361804962158,32.47357116699219,32.31962173461914,-0.1539494323730466
sample_004,case04,brainstem_d2,Brainstem D2,26.443986892700195,36.91983779907227,36.862804107666015,-0.057033691406253695
sample_004,case04,parotid_r_mean,Parotid R mean,3.353234562127277,16.85359334849348,16.020011209237456,-0.8335821392560234
sample_004,case05,ptv_d95,PTV D95,3.4999999046325683,20.656371116638184,19.35440311431885,-1.3019680023193345
sample_004,case05,pvdr,PVDR,2.0117584786890403,1.2902688336088868,1.1675271838255126,-0.12274164978337421
sample_004,case05,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.226131111328786,23.918742402246632,23.155791158483773,-0.7629512437628598
sample_004,case05,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,4.913785900432322,20.03989366374218,19.596316026220766,-0.44357763752141466
sample_004,case05,cord_d2,Cord D2,17.382209701538084,34.56823028564453,34.413707885742184,-0.15452239990234773
sample_004,case05,brainstem_d2,Brainstem D2,10.529837722778321,32.64399108886719,32.378936309814456,-0.26505477905273267
sample_004,case05,parotid_r_mean,Parotid R mean,7.717367107699616,26.298242264564593,25.3323292761138,-0.9659129884507927
sample_004,case06,ptv_d95,PTV D95,3.499999833106995,20.539175033569336,19.313767623901366,-1.2254074096679695
sample_004,case06,pvdr,PVDR,1.7061907148943334,1.1887010152854611,1.209867137717424,0.02116612243196281
sample_004,case06,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.543073716337961,25.16272319798558,24.485630188564162,-0.6770930094214194
sample_004,case06,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.422456015930188,22.00860652929283,21.469507386100794,-0.5390991431920362
sample_004,case06,cord_d2,Cord D2,5.403743743896482,21.53400924682617,21.395204010009763,-0.1388052368164061
sample_004,case06,brainstem_d2,Brainstem D2,6.732566375732423,22.915139541625976,22.521532516479493,-0.3936070251464834
sample_004,case06,parotid_r_mean,Parotid R mean,5.246605821811792,23.715923711988662,22.94637594126692,-0.7695477707217435
sample_004,case07,ptv_d95,PTV D95,3.5000000953674317,20.763055992126464,18.914780616760254,-1.8482753753662102
sample_004,case07,pvdr,PVDR,2.1613267665900513,1.3156077544135933,1.3475078325807635,0.03190007816717011
sample_004,case07,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.415503504528602,24.117377963638702,23.252205463232194,-0.8651725004065085
sample_004,case07,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,5.824338141293821,21.20882759744009,20.327528267062412,-0.8812993303776793
sample_004,case07,cord_d2,Cord D2,9.003155403137207,24.887955169677735,24.792448654174805,-0.09550651550292955
sample_004,case07,brainstem_d2,Brainstem D2,8.335540504455567,24.56028961181641,24.348836059570313,-0.21145355224609474
sample_004,case07,parotid_r_mean,Parotid R mean,3.8203198885676835,18.782834952768653,18.16216510618576,-0.6206698465828921
sample_004,case08,ptv_d95,PTV D95,3.500000047683716,21.20183267593384,19.6689621925354,-1.5328704833984403
sample_004,case08,pvdr,PVDR,1.6140858790872068,1.231263285504098,1.101704919534904,-0.1295583659691939
sample_004,case08,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.966978740692139,24.932643338509678,24.11993565768335,-0.8127076808263283
sample_004,case08,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.200121616227579,21.363350278803903,20.757949680599296,-0.6054005982046071
sample_004,case08,cord_d2,Cord D2,12.02076622009277,32.89309356689453,32.758011932373044,-0.1350816345214838
sample_004,case08,brainstem_d2,Brainstem D2,10.299411087036132,29.736865997314453,29.285212249755862,-0.45165374755859133
sample_004,case08,parotid_r_mean,Parotid R mean,9.591219079374063,28.558893354011303,27.631353590223526,-0.9275397637877774
sample_004,case09,ptv_d95,PTV D95,3.5000001430511474,21.13934211730957,20.21597900390625,-0.9233631134033224
sample_004,case09,pvdr,PVDR,1.8639824157560045,1.2196296224996432,1.133903316478816,-0.08572630602082731
sample_004,case09,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.143698386991114,24.67465664376534,24.39262746667236,-0.2820291770929799
sample_004,case09,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.54102773662969,21.982444851581214,21.648816811042273,-0.33362804053894024
sample_004,case09,cord_d2,Cord D2,11.807664413452148,29.45128028869628,29.349062118530266,-0.1022181701660152
sample_004,case09,brainstem_d2,Brainstem D2,9.051507835388184,30.751640853881838,30.299126663208007,-0.45251419067383125
sample_004,case09,parotid_r_mean,Parotid R mean,12.636478632146662,30.207756620464902,29.284695426863852,-0.9230611936010504
sample_004,case10,ptv_d95,PTV D95,3.5,21.346858978271484,19.456660747528076,-1.8901982307434082
sample_004,case10,pvdr,PVDR,1.645898441108816,1.191472787746579,1.1126156581916102,-0.07885712955496871
sample_004,case10,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,8.18923931996917,25.359289216726054,24.880996648564224,-0.4782925681618302
sample_004,case10,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,7.3043823211845735,22.346322115354965,22.112828144316577,-0.23349397103838854
sample_004,case10,cord_d2,Cord D2,12.623858299255371,33.97702804565429,33.81474639892578,-0.1622816467285162
sample_004,case10,brainstem_d2,Brainstem D2,12.214059333801272,33.07779739379883,32.87779541015625,-0.20000198364257926
sample_004,case10,parotid_r_mean,Parotid R mean,6.92926394216942,26.50082991628936,25.51492517259386,-0.9859047436954995
sample_005,case01,ptv_d95,PTV D95,3.5000001788139343,11.969036340713501,11.672062158584595,-0.29697418212890625
sample_005,case01,pvdr,PVDR,1.7942250613848219,1.347880964899041,1.3580688336786677,0.01018786877962663
sample_005,case01,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.1248379276762455,15.210120886036355,15.014817589914934,-0.1953032961214216
sample_005,case01,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,5.551478219009564,12.170135123714875,11.994281245381464,-0.17585387833341137
sample_005,case01,cord_d2,Cord D2,1.6935659074783322,7.155171947479247,7.083705291748046,-0.07146665573120092
sample_005,case01,brainstem_d2,Brainstem D2,4.724041156768799,12.478077507019043,12.390005302429199,-0.0880722045898441
sample_005,case01,parotid_r_mean,Parotid R mean,4.527316856745518,10.526959301726986,10.264690102471246,-0.26226919925574066
sample_005,case02,ptv_d95,PTV D95,3.5,12.120002889633179,11.539260244369506,-0.5807426452636726
sample_005,case02,pvdr,PVDR,1.7966069888665888,1.3278110172125928,1.342172892699144,0.014361875486551323
sample_005,case02,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.571629834635082,15.715489844294606,15.525280867082897,-0.19020897721170904
sample_005,case02,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.350267394972314,13.121942741996605,12.964339805447567,-0.15760293654903812
sample_005,case02,cord_d2,Cord D2,4.304217872619628,11.362178726196285,11.321214370727535,-0.04096435546875021
sample_005,case02,brainstem_d2,Brainstem D2,7.62433998107911,16.37648345947266,16.26393699645996,-0.11254646301269844
sample_005,case02,parotid_r_mean,Parotid R mean,0.21397229129015796,1.7408882000229575,1.6523219859961307,-0.08856621402682685
sample_005,case03,ptv_d95,PTV D95,3.5000001192092896,11.98694396018982,11.374035835266113,-0.612908124923706
sample_005,case03,pvdr,PVDR,1.6557359939167076,1.2887996926819636,1.2120112281326418,-0.07678846454932176
sample_005,case03,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.893605106264787,15.993879791470995,15.527525240590723,-0.466354550880272
sample_005,case03,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.3122657820646655,13.039981226625468,12.79872771069046,-0.2412535159350071
sample_005,case03,cord_d2,Cord D2,18.599873275756835,26.12240600585937,26.08168746948242,-0.04071853637695
sample_005,case03,brainstem_d2,Brainstem D2,18.5877791595459,26.38019416809082,26.289703216552734,-0.0904909515380865
sample_005,case03,parotid_r_mean,Parotid R mean,4.715152071943186,12.500942502840601,12.018397885139542,-0.48254461770105905
sample_005,case04,ptv_d95,PTV D95,3.4999999046325683,11.374072742462157,8.702597427368165,-2.6714753150939927
sample_005,case04,pvdr,PVDR,1.9199070266211269,1.3799081789937064,1.5272577635125315,0.14734958451882507
sample_005,case04,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.1157045766817415,14.16959590413508,13.125258237548225,-1.0443376665868556
sample_005,case04,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,3.8142536735420576,9.91695259189999,9.564797288875289,-0.352155303024702
sample_005,case04,cord_d2,Cord D2,12.86361804962158,21.216050415039053,21.16062767028808,-0.05542274475097386
sample_005,case04,brainstem_d2,Brainstem D2,26.443986892700195,30.763355407714847,30.73350494384766,-0.029850463867187926
sample_005,case04,parotid_r_mean,Parotid R mean,3.353234562127277,9.336789886879199,8.893465124958693,-0.44332476192050585
sample_005,case05,ptv_d95,PTV D95,3.4999999046325683,11.869083023071289,11.232035541534424,-0.6370474815368645
sample_005,case05,pvdr,PVDR,2.0117584786890403,1.388551545424001,1.3108877343529848,-0.07766381107101616
sample_005,case05,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.226131111328786,14.564617352183639,14.157062008075174,-0.4075553441084647
sample_005,case05,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,4.913785900432322,11.749565455802205,11.50889832738005,-0.24066712842215487
sample_005,case05,cord_d2,Cord D2,17.382209701538084,23.37243209838867,23.327714309692382,-0.04471778869628906
sample_005,case05,brainstem_d2,Brainstem D2,10.529837722778321,20.19689208984375,20.143333282470703,-0.0535588073730473
sample_005,case05,parotid_r_mean,Parotid R mean,7.717367107699616,16.575374584005335,16.139789822125675,-0.4355847618796602
sample_005,case06,ptv_d95,PTV D95,3.499999833106995,11.867117500305175,11.418147087097168,-0.44897041320800746
sample_005,case06,pvdr,PVDR,1.7061907148943334,1.2826689942638152,1.3023715764090873,0.019702582145272096
sample_005,case06,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.543073716337961,15.759325713580546,15.391749925637688,-0.36757578794285806
sample_005,case06,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.422456015930188,13.469236843828359,13.17564089319442,-0.2935959506339394
sample_005,case06,cord_d2,Cord D2,5.403743743896482,12.679454078674315,12.618635978698729,-0.06081809997558629
sample_005,case06,brainstem_d2,Brainstem D2,6.732566375732423,13.828509368896485,13.608022270202637,-0.22048709869384808
sample_005,case06,parotid_r_mean,Parotid R mean,5.246605821811792,14.071205819255173,13.646024377418287,-0.42518144183688555
sample_005,case07,ptv_d95,PTV D95,3.5000000953674317,11.869793224334718,11.016188430786134,-0.853604793548584
sample_005,case07,pvdr,PVDR,2.1613267665900513,1.4199176473364248,1.4509745337766562,0.031056886440231413
sample_005,case07,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.415503504528602,14.749657421202658,14.275062319254582,-0.47459510194807564
sample_005,case07,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,5.824338141293821,12.761212736939267,12.27329294302798,-0.4879197939112867
sample_005,case07,cord_d2,Cord D2,9.003155403137207,16.039967498779298,16.001523971557617,-0.03844352722168054
sample_005,case07,brainstem_d2,Brainstem D2,8.335540504455567,15.558618698120117,15.457534255981445,-0.10108444213867251
sample_005,case07,parotid_r_mean,Parotid R mean,3.8203198885676835,10.697652544156469,10.347669679468328,-0.34998286468814044
sample_005,case08,ptv_d95,PTV D95,3.500000047683716,12.225699996948242,11.712269926071167,-0.5134300708770745
sample_005,case08,pvdr,PVDR,1.6140858790872068,1.28111480400845,1.202277718732562,-0.07883708527588795
sample_005,case08,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.966978740692139,15.873674572519885,15.44217104634247,-0.4315035261774156
sample_005,case08,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.200121616227579,13.020813730868046,12.688234482494876,-0.33257924837317
sample_005,case08,cord_d2,Cord D2,12.02076622009277,20.94387138366699,20.89540313720703,-0.048468246459961506
sample_005,case08,brainstem_d2,Brainstem D2,10.299411087036132,19.622170181274413,19.29899696350098,-0.32317321777343366
sample_005,case08,parotid_r_mean,Parotid R mean,9.591219079374063,18.6988223509355,18.27037262386746,-0.42844972706804185
sample_005,case09,ptv_d95,PTV D95,3.5000001430511474,12.256414413452148,12.110317993164063,-0.14609642028808523
sample_005,case09,pvdr,PVDR,1.8639824157560045,1.338725884557487,1.2831310196600814,-0.055594864897405616
sample_005,case09,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.143698386991114,15.36922183402588,15.224076495800006,-0.14514533822587516
sample_005,case09,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.54102773662969,13.512364255044563,13.335896019726205,-0.17646823531835842
sample_005,case09,cord_d2,Cord D2,11.807664413452148,18.727362213134764,18.692563629150392,-0.0347985839843723
sample_005,case09,brainstem_d2,Brainstem D2,9.051507835388184,18.898285903930667,18.82911117553711,-0.06917472839355554
sample_005,case09,parotid_r_mean,Parotid R mean,12.636478632146662,20.783999743606106,20.38228498709322,-0.40171475651288446
sample_005,case10,ptv_d95,PTV D95,3.5,12.417767524719238,11.92267370223999,-0.49509382247924805
sample_005,case10,pvdr,PVDR,1.645898441108816,1.261435103523758,1.2115794563995814,-0.04985564712417667
sample_005,case10,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,8.18923931996917,16.27311201535724,16.021428148687693,-0.2516838666695449
sample_005,case10,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,7.3043823211845735,14.068559476148689,13.944602137368044,-0.12395733878064519
sample_005,case10,cord_d2,Cord D2,12.623858299255371,21.720608978271482,21.66619110107422,-0.05441787719726321
sample_005,case10,brainstem_d2,Brainstem D2,12.214059333801272,21.832005538940436,21.66368431091309,-0.16832122802734517
sample_005,case10,parotid_r_mean,Parotid R mean,6.92926394216942,16.282166924139467,15.85609507319903,-0.42607185094043665
sample_006,case01,ptv_d95,PTV D95,3.5000001788139343,18.967926025390625,18.47837734222412,-0.4895486831665039
sample_006,case01,pvdr,PVDR,1.7942250613848219,1.2069258837502257,1.2168976571532297,0.009971773403004036
sample_006,case01,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.1248379276762455,22.304006744890014,22.00813099689146,-0.2958757479985543
sample_006,case01,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,5.551478219009564,18.805706967159974,18.538606077984785,-0.2671008891751896
sample_006,case01,cord_d2,Cord D2,1.6935659074783322,12.762513580322265,12.622144889831542,-0.14036869049072287
sample_006,case01,brainstem_d2,Brainstem D2,4.724041156768799,19.819104614257814,19.641025009155275,-0.17807960510253906
sample_006,case01,parotid_r_mean,Parotid R mean,4.527316856745518,16.74158992382011,16.314213404029307,-0.4273765197908048
sample_006,case02,ptv_d95,PTV D95,3.5,18.87135057449341,17.939894008636475,-0.9314565658569336
sample_006,case02,pvdr,PVDR,1.7966069888665888,1.1922428931675098,1.2052930433789832,0.013050150211473488
sample_006,case02,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.571629834635082,22.830087500814457,22.546790000326762,-0.283297500487695
sample_006,case02,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.350267394972314,19.90286688611321,19.655668589861996,-0.24719829625121292
sample_006,case02,cord_d2,Cord D2,4.304217872619628,18.3890982055664,18.281023559570304,-0.10807464599609418
sample_006,case02,brainstem_d2,Brainstem D2,7.62433998107911,23.855712585449222,23.739036178588876,-0.1166764068603463
sample_006,case02,parotid_r_mean,Parotid R mean,0.21397229129015796,3.7351725154452855,3.5374768570216015,-0.19769565842368397
sample_006,case03,ptv_d95,PTV D95,3.5000001192092896,18.700072765350342,17.31510066986084,-1.384972095489502
sample_006,case03,pvdr,PVDR,1.6557359939167076,1.1691389587466143,1.0710941821548867,-0.09804477659172761
sample_006,case03,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.893605106264787,23.101792057453522,22.36567572389012,-0.7361163335634018
sample_006,case03,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.3122657820646655,19.757236848096,19.3638529778298,-0.3933838702661987
sample_006,case03,cord_d2,Cord D2,18.599873275756835,32.24539016723632,32.0972004699707,-0.1481896972656216
sample_006,case03,brainstem_d2,Brainstem D2,18.5877791595459,32.31281616210938,32.18127410888672,-0.13154205322265966
sample_006,case03,parotid_r_mean,Parotid R mean,4.715152071943186,19.080506896972658,18.29700218162151,-0.7835047153511461
sample_006,case04,ptv_d95,PTV D95,3.4999999046325683,18.32445011138916,13.570298767089843,-4.754151344299318
sample_006,case04,pvdr,PVDR,1.9199070266211269,1.227399013866014,1.3586081680749542,0.1312091542089402
sample_006,case04,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.1157045766817415,21.341482215001296,19.799908911105856,-1.54157330389544
sample_006,case04,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,3.8142536735420576,16.06474528162915,15.495758994027039,-0.5689862876021117
sample_006,case04,cord_d2,Cord D2,12.86361804962158,27.499680404663085,27.3325626373291,-0.1671177673339841
sample_006,case04,brainstem_d2,Brainstem D2,26.443986892700195,35.75850875854492,35.66977310180664,-0.08873565673827954
sample_006,case04,parotid_r_mean,Parotid R mean,3.353234562127277,15.335055016026352,14.631447697649099,-0.7036073183772533
sample_006,case05,ptv_d95,PTV D95,3.4999999046325683,18.576172065734863,17.442157554626466,-1.134014511108397
sample_006,case05,pvdr,PVDR,2.0117584786890403,1.230728913250509,1.1365058752113522,-0.09422303803915688
sample_006,case05,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,6.226131111328786,21.794051143443372,21.165958320595074,-0.6280928228482985
sample_006,case05,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,4.913785900432322,18.52083325618963,18.143866959503754,-0.37696629668587534
sample_006,case05,cord_d2,Cord D2,17.382209701538084,29.687595596313475,29.55254959106445,-0.13504600524902344
sample_006,case05,brainstem_d2,Brainstem D2,10.529837722778321,27.265316848754882,27.147129821777344,-0.11818702697753736
sample_006,case05,parotid_r_mean,Parotid R mean,7.717367107699616,22.93023866210321,22.16517387929589,-0.7650647828073218
sample_006,case06,ptv_d95,PTV D95,3.499999833106995,18.078080940246583,17.350186347961426,-0.727894592285157
sample_006,case06,pvdr,PVDR,1.7061907148943334,1.1642282647607232,1.1835614046896654,0.019333139928942256
sample_006,case06,spill_shell_0_5_mean,Peri-GTV 0-5 mm mean,7.543073716337961,22.932383586207752,22.385509547687697,-0.5468740385200554
sample_006,case06,spill_shell_5_15_mean,Peri-GTV 5-15 mm mean,6.422456015930188,20.454415831740747,20.0016066927777,-0.45280913896304753
