case_id,case_label,metric,label,units,n_repeats,mean,std,min,max,p2_5,p97_5,mean_ci_lower,mean_ci_upper,coefficient_of_variation_pct
case10,Composite oropharynx + upper-neck very bulky tumour,ptv_d95_gy,PTV D95,Gy,9,3.4999999867545233,1.0429498717535616e-07,3.4999998211860657,3.5000001788139343,3.499999833106995,3.5000001549720765,3.49999992052714,3.5000000596046448,2.9798567877157828e-06
case10,Composite oropharynx + upper-neck very bulky tumour,gtv_d95_gy,GTV D95,Gy,9,3.5868203692966034,0.025016135667384243,3.546813440322876,3.6411593437194822,3.5504836368560793,3.6326562404632567,3.5709596309396954,3.6036026594373918,0.6974460132300981
case10,Composite oropharynx + upper-neck very bulky tumour,peak_mean_gy,Peak mean,Gy,9,13.647508039791665,0.25594998640567557,13.401000479073106,14.089927806432025,13.406238920305414,14.088351668797513,13.497424194463727,13.817195612689973,1.875433856931311
case10,Composite oropharynx + upper-neck very bulky tumour,valley_mean_gy,Valley mean,Gy,9,6.395060606091536,0.08368970660427243,6.286604205291241,6.525344792927099,6.2910487377888575,6.519758249334128,6.344705846504189,6.4490295870281065,1.308661664981796
case10,Composite oropharynx + upper-neck very bulky tumour,pvdr,PVDR,ratio,9,2.133947494852221,0.016866236560831114,2.1175435998321883,2.167331693879258,2.118208220635891,2.1657177170415607,2.1240647791064062,2.1455312488535423,0.7903772984817101
case10,Composite oropharynx + upper-neck very bulky tumour,spill_shell_0_5_mean_gy,Peri-GTV 0-5 mm mean,Gy,9,5.688204287648347,0.07454039845935313,5.590679435431515,5.795171539488554,5.591878982958398,5.790421132350944,5.641293912929546,5.734788488001512,1.3104381398750728
case10,Composite oropharynx + upper-neck very bulky tumour,spill_shell_5_15_mean_gy,Peri-GTV 5-15 mm mean,Gy,9,5.0642402318091015,0.06829968737224902,4.988336095374245,5.164469776770154,4.9885810174848615,5.16129519376127,5.01869778283331,5.108177937120668,1.3486660238440207
case10,Composite oropharynx + upper-neck very bulky tumour,cord_d2_gy,Cord D2,Gy,9,9.524955389234755,0.17658418441128895,9.320655937194823,9.843962135314941,9.322893081665038,9.83136937713623,9.418115744378833,9.650342052035862,1.8539108814185838
case10,Composite oropharynx + upper-neck very bulky tumour,brainstem_d2_gy,Brainstem D2,Gy,9,10.539291881985136,0.19975771423701655,10.320913085937503,10.944934272766114,10.325702949523928,10.914653671264649,10.422937911245558,10.683994208017985,1.8953618181736043
case10,Composite oropharynx + upper-neck very bulky tumour,parotid_r_mean_gy,Parotid R mean,Gy,9,6.769130340569749,0.17637831207528668,6.441704923456365,7.042359427249793,6.453267250157365,7.009186531606347,6.646878426931256,6.877391982414371,2.6056273583356813
case10,Composite oropharynx + upper-neck very bulky tumour,thyroid_mean_gy,Thyroid mean,Gy,9,4.997252276479316,0.19103679276453392,4.815261077585604,5.475540413206945,4.821757149548723,5.409449024909052,4.892989922344869,5.136150168964531,3.8228366749401714
case10,Composite oropharynx + upper-neck very bulky tumour,body_dmax_gy,Body Dmax,Gy,9,20.371971130371094,0.6264794400861544,19.53646469116211,21.5791072845459,19.58568344116211,21.519235610961914,19.988217009438408,20.80071651140849,3.075202866119232
