case_id,case_label,metric,label,units,n_repeats,mean,std,min,max,p2_5,p97_5,mean_ci_lower,mean_ci_upper,coefficient_of_variation_pct
case07,Oral tongue / floor-of-mouth horseshoe,parotid_r_mean_gy,Parotid R mean,Gy,9,3.0926299774017934,0.05844146205174465,2.975857574530322,3.1781143137902923,2.9885477591042564,3.1749725150580357,3.0540301628352284,3.1297222106504923,1.8897010789775437
case07,Oral tongue / floor-of-mouth horseshoe,thyroid_mean_gy,Thyroid mean,Gy,9,6.043443760635684,0.11424729916599637,5.873795074575088,6.248049882174277,5.879326724784662,6.233268200576121,5.96847522303867,6.119009531975449,1.890433727705926
case07,Oral tongue / floor-of-mouth horseshoe,body_dmax_gy,Body Dmax,Gy,9,19.53132989671495,0.19176906943830624,19.191316604614258,19.757686614990234,19.205027389526368,19.757179260253906,19.402105130089655,19.65044657389323,0.9818536190439372
case08,Bulky nodal conglomerate level II-IV with central necrosis,ptv_d95_gy,PTV D95,Gy,9,3.499999996026357,1.5481916851944675e-07,3.4999998211860657,3.5000003814697265,3.4999998354911805,3.5000003170967102,3.499999909930759,3.500000107321474,4.423404819863345e-06
case08,Bulky nodal conglomerate level II-IV with central necrosis,gtv_d95_gy,GTV D95,Gy,9,3.5954550637139215,0.020828068736852178,3.563990592956543,3.6292655944824217,3.565049285888672,3.6279703521728512,3.5817885345882834,3.6091175798575086,0.5792888067786848
case08,Bulky nodal conglomerate level II-IV with central necrosis,peak_mean_gy,Peak mean,Gy,9,14.057037349657385,0.22360363835844213,13.625183452710374,14.340927494827886,13.666427727142453,14.338511516585926,13.907773484520236,14.19598126519262,1.5906882282267827
case08,Bulky nodal conglomerate level II-IV with central necrosis,valley_mean_gy,Valley mean,Gy,9,6.300750411215594,0.06727570292069408,6.20063128866655,6.421628191991409,6.202566966394976,6.414188933287863,6.255192584305617,6.344304059195334,1.0677411185966132
case08,Bulky nodal conglomerate level II-IV with central necrosis,pvdr,PVDR,ratio,9,2.2309314716968234,0.018645667742354308,2.197386494761323,2.2519862872230294,2.1975760194439977,2.2509404815322904,2.217652294698599,2.24142283691964,0.8357794929564827
case08,Bulky nodal conglomerate level II-IV with central necrosis,spill_shell_0_5_mean_gy,Peri-GTV 0-5 mm mean,Gy,9,5.109313386412314,0.05173375739143167,5.032666565375519,5.198899042099578,5.036091761779287,5.195332310522515,5.07582045116013,5.143728477354704,1.012538348675425
case08,Bulky nodal conglomerate level II-IV with central necrosis,spill_shell_5_15_mean_gy,Peri-GTV 5-15 mm mean,Gy,9,4.419252499458221,0.06353756294671728,4.33162859155794,4.5174605548494995,4.333747136976949,4.511368864681891,4.377725557117495,4.459581291341685,1.437744572289243
