repeat_id,seed,history_scale,histories_base,histories_spot,repeat_root,case_id,case_label,component,ptv_d95_gy,gtv_d95_gy,peak_mean_gy,valley_mean_gy,pvdr,spill_shell_0_5_mean_gy,spill_shell_5_15_mean_gy,cord_d2_gy,brainstem_d2_gy,parotid_r_mean_gy,thyroid_mean_gy,body_dmax_gy
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case01,Right sinonasal / maxillary bulky ellipsoid,combined_processed_scaled,3.5000001192092896,4.0811553478240965,13.551289699420854,6.4342113172293125,2.1061306555371706,5.785095886331826,4.4020271318093265,0.9923493409156798,3.491539192199707,4.203783088501053,3.676506321588906,21.95879364013672
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case02,Left maxillary sinus crescent abutting orbit,combined_processed_scaled,3.4999998450279235,3.838400411605835,13.438132213410878,5.645106113397978,2.38049240235132,5.124965418358708,4.226871840851054,2.2935685539245605,4.398923473358154,0.2507221340982601,6.797324492835408,19.250513076782227
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case03,Base-of-tongue / oropharynx bilobed central mass,combined_processed_scaled,3.499999761581421,3.921185386180878,13.494239186579161,6.681084046966652,2.019767913667516,5.9273166441105,4.9381062231070265,15.789868812561034,15.22957534790039,4.04215276120889,5.538349905619311,16.323589324951172
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case04,Laryngo-hypopharyngeal elongated cylinder,combined_processed_scaled,3.5,4.229442977905274,13.545329570770264,6.325188523357355,2.1414902529388202,5.378710252867742,3.4998351466099775,11.172825622558593,26.270514297485352,2.540206033653683,5.582250031339864,27.218265533447266
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case05,Parapharyngeal / prestyloid deep-space bulky mass,combined_processed_scaled,3.4999999046325683,3.779046356678009,13.895973267014494,5.799629816721112,2.3960103844818743,5.220711150447174,4.4205223791713175,12.688382377624512,12.363738441467286,5.882064874726113,4.8233029834995325,19.754114151000977
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case06,Buccal mucosa / cheek infiltrative crescent,combined_processed_scaled,3.4999998807907104,3.6251337051391603,13.406725827148694,4.644663793291945,2.8864792854353327,4.49454390729458,3.880207532113097,2.7788198089599607,4.407091846466065,3.6400388168566153,3.5729715244688856,17.39898681640625
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case07,Oral tongue / floor-of-mouth horseshoe,combined_processed_scaled,3.4999998092651365,3.8537704586982726,13.681800682097673,5.93673075197489,2.3046018513718747,5.466117436266165,4.4464309196051115,3.668461923599243,4.56149040222168,3.10457369173416,5.873795074575088,19.755149841308594
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case08,Bulky nodal conglomerate level II-IV with central necrosis,combined_processed_scaled,3.500000035762787,3.591191530227661,13.625183452710374,6.20063128866655,2.197386494761323,5.0497925473943575,4.342221318652983,6.201556129455566,10.929900474548342,6.0736681947804465,5.918732849067948,16.519811630249023
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case09,Deep parotid / infratemporal fossa bulky mass,combined_processed_scaled,3.5,3.6850751876831054,13.579782992881416,5.870078464735971,2.3133903702413656,5.104537412225582,4.485101618492087,4.296754360198975,4.565467720031738,12.952766259511312,3.5323210419516076,18.26191520690918
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case10,Composite oropharynx + upper-neck very bulky tumour,combined_processed_scaled,3.5000001788139343,3.6411593437194822,13.50366179178952,6.367048795321231,2.1208667038507016,5.596677173065929,4.994537248209159,9.55941261291504,10.50790824890137,6.835290683399547,4.974864063248177,20.444046020507812
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case01,Right sinonasal / maxillary bulky ellipsoid,combined_processed_scaled,3.5,4.088429427146911,14.091813840754766,6.5252008734919045,2.15959847274612,5.844418423619247,4.4336430841238235,1.0116745662689208,3.4156495761871337,4.252333865021214,3.816210637797512,22.914836883544922
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case02,Left maxillary sinus crescent abutting orbit,combined_processed_scaled,3.4999998092651365,3.9033540725708007,13.443338715689523,5.704026533240229,2.3568155998834213,5.1860352463737565,4.24957032997234,2.322301788330078,4.607945251464844,0.2279228435772838,6.693162061850722,19.643157958984375
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case03,Base-of-tongue / oropharynx bilobed central mass,combined_processed_scaled,3.4999998807907104,3.813653028011322,13.33770209453145,6.5860139473343215,2.0251554583983022,5.843943648595147,4.925643880775354,15.696877212524413,15.293107948303224,3.945182045059975,5.599323023214429,16.192821502685547
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case04,Laryngo-hypopharyngeal elongated cylinder,combined_processed_scaled,3.499999976158142,4.253474855422974,13.368547707796097,6.281998456747082,2.128072427881261,5.333510706444534,3.460386382185818,11.012382659912108,26.108833694458006,2.488894596123936,5.5481235270529705,27.07040786743164
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case05,Parapharyngeal / prestyloid deep-space bulky mass,combined_processed_scaled,3.5000001907348635,3.768993616104126,13.9666767452181,5.790971376343077,2.4118020686950583,5.226882157229556,4.446483240796876,12.806379318237305,12.37057933807373,5.879194245193943,4.930905336566016,19.88939666748047
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case06,Buccal mucosa / cheek infiltrative crescent,combined_processed_scaled,3.500000023841858,3.6118664741516113,13.436037968985643,4.554768098050359,2.9498840950293075,4.384609757097646,3.8400108194461615,2.769503488540649,4.095806846618652,3.621828066218983,3.4965354957078634,17.174837112426758
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case07,Oral tongue / floor-of-mouth horseshoe,combined_processed_scaled,3.4999999523162844,3.8194093823432924,13.73845081590116,5.918673906179142,2.321204214605929,5.440918796190226,4.463806369473446,3.659539442062378,4.475428829193115,2.975857574530322,5.90145332562296,19.66221809387207
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case08,Bulky nodal conglomerate level II-IV with central necrosis,combined_processed_scaled,3.499999964237213,3.606523323059082,14.059594175440438,6.2886227271979065,2.235719136820461,5.081741521029476,4.357542713460537,6.057166385650635,10.823830223083496,6.245627135941477,6.100242910370369,17.472028732299805
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case09,Deep parotid / infratemporal fossa bulky mass,combined_processed_scaled,3.5,3.680573296546936,14.147068420512564,5.933870033517899,2.38412171830556,5.156590621291809,4.551742523311377,3.913329038619995,4.44230453491211,13.465740616152985,3.5527263935136353,18.93136215209961
seed11_hist1p0,11,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist1p0,case10,Composite oropharynx + upper-neck very bulky tumour,combined_processed_scaled,3.5,3.5986438274383543,14.082047118259464,6.497412074962244,2.167331693879258,5.733831033265577,5.096865975035056,9.843962135314941,10.944934272766114,6.841396815849073,4.926945279257216,21.5791072845459
seed11_hist2p0,11,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist2p0,case01,Right sinonasal / maxillary bulky ellipsoid,combined_processed_scaled,3.5000001788139343,4.101851463317871,14.109381506879043,6.530237949428895,2.1606228771668246,5.861566534700793,4.457473171593696,0.9928973507881165,3.430477933883667,4.256904181807932,3.9125174434376944,23.068098068237305
