repeat_id,seed,history_scale,histories_base,histories_spot,repeat_root,plan_id,case_label,site_group,mode,mode_label,ptv_d95,pvdr,spill_shell_0_5_mean,spill_shell_5_15_mean,cord_d2,brainstem_d2,parotid_r_mean,gtv_d95,thyroid_mean,body_dmax,parotid_l_mean,spill_shell_15_30_mean,outside_gtv_d2,oar_adjacent_outside_gtv_mean,ptv_valley_outside_gtv_mean,peak_mean,valley_mean,peak_voxels,valley_voxels,risk_score,rank
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case01,Right sinonasal / maxillary bulky ellipsoid,sinonasal_midface,physical_only,Physical-only,3.5000001192092896,2.1061306555371706,5.785095886331826,4.4020271318093265,0.9923493409156798,3.491539192199707,4.203783088501053,4.0811553478240965,3.676506321588906,21.95879364013672,0.07228237850346951,2.7030290838637763,12.417975807189926,2.145032280374397,5.785095886331826,13.551289699420854,6.4342113172293125,514,10306,-1.6032448689395595,3
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case01,Right sinonasal / maxillary bulky ellipsoid,sinonasal_midface,bystander_no_sink,"Bystander, no vascular sink",15.837878227233887,1.386304473080579,18.572946250726634,15.050649809028846,8.49526138305664,16.16924644470215,13.866426762667569,18.98976650238037,14.216055692903028,30.643381118774414,1.1184642791748047,10.339912007105523,22.49586894989012,8.7668548214678,18.572946250726634,28.58323436766747,20.61829484265544,514,10306,-4.314324374608396,2
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case01,Right sinonasal / maxillary bulky ellipsoid,sinonasal_midface,bystander_with_sink,"Bystander, anatomical vascular sink",15.504483699798584,1.3990942631243264,18.28520926799559,14.797817385959734,8.410310287475586,15.95456600189209,13.494348492285217,18.754145526885985,14.177843544874397,30.642419815063477,1.0433925673215076,10.18308377497989,22.492727890014642,8.332556920581148,18.28520926799559,28.58039362792375,20.42778273145134,514,10306,-3.718073030044483,3
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case02,Left maxillary sinus crescent abutting orbit,sinonasal_midface,physical_only,Physical-only,3.4999998450279235,2.38049240235132,5.124965418358708,4.226871840851054,2.2935685539245605,4.398923473358154,0.2507221340982601,3.838400411605835,6.797324492835408,19.250513076782227,4.398726306298767,2.8341938866770575,13.648240852355954,3.2089817510615823,5.124965418358708,13.438132213410878,5.645106113397978,525,18031,-3.5789314403970387,2
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case02,Left maxillary sinus crescent abutting orbit,sinonasal_midface,bystander_no_sink,"Bystander, no vascular sink",15.362495756149292,1.41809739059022,18.10475690725149,15.028589897097618,12.523201103210448,20.591190795898438,3.3982489963974616,18.041571044921877,18.102217104412823,30.17069435119629,14.642001044148147,10.871148947815648,23.23242607116699,11.669446245751551,18.10475690725149,28.608585415794735,20.17392148496069,525,18031,-4.869259139645452,1
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case02,Left maxillary sinus crescent abutting orbit,sinonasal_midface,bystander_with_sink,"Bystander, anatomical vascular sink",14.579684829711914,1.4363566336877525,17.833518835969294,14.808634921973727,12.431486778259277,20.510787048339843,3.2115579922993978,17.17543754577637,18.050603822288867,30.16421127319336,14.230595665748673,10.673254689778899,23.22328338623045,11.103374210443677,17.833518835969294,28.593138147989908,19.906712217131535,525,18031,-4.581703486964075,1
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case03,Base-of-tongue / oropharynx bilobed central mass,oropharynx_bot,physical_only,Physical-only,3.499999761581421,2.019767913667516,5.9273166441105,4.9381062231070265,15.789868812561034,15.22957534790039,4.04215276120889,3.921185386180878,5.538349905619311,16.323589324951172,4.093526703901965,3.6154902163495835,13.605871353149414,6.442161365485666,5.9273166441105,13.494239186579161,6.681084046966652,793,18035,7.955101498173593,10
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case03,Base-of-tongue / oropharynx bilobed central mass,oropharynx_bot,bystander_no_sink,"Bystander, no vascular sink",15.767916917800903,1.3461440506954423,18.937170303729445,15.862636485935221,29.775459136962887,28.948933639526366,16.05664676704792,18.239210319519042,17.586597969657497,30.44162368774414,16.148694167474304,12.453219828019751,23.585561027526857,17.65963273291897,18.937170303729445,28.491689434267986,21.165409021084084,793,18035,4.94065745258411,9
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case03,Base-of-tongue / oropharynx bilobed central mass,oropharynx_bot,bystander_with_sink,"Bystander, anatomical vascular sink",14.478482723236084,1.2329158830793174,18.200352347332817,15.479380154622532,29.640801696777345,28.813660430908204,15.277369009846389,15.768466663360595,17.490339370703918,29.97894859313965,15.365085975569908,12.24791605601833,22.998245849609376,17.12746845945931,18.200352347332817,24.804104958927496,20.118245939842247,793,18035,5.15686457322229,9
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case04,Laryngo-hypopharyngeal elongated cylinder,laryngohypopharynx,physical_only,Physical-only,3.5,2.1414902529388202,5.378710252867742,3.4998351466099775,11.172825622558593,26.270514297485352,2.540206033653683,4.229442977905274,5.582250031339864,27.218265533447266,2.5379500517941485,2.1080551832663232,14.436996154785122,4.4840560702633825,5.371471202797037,13.545329570770264,6.325188523357355,256,13699,0.942503500511637,7
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case04,Laryngo-hypopharyngeal elongated cylinder,laryngohypopharynx,bystander_no_sink,"Bystander, no vascular sink",15.39446563720703,1.3514608169301146,18.16428344210083,13.361552240380579,25.596483764648436,33.1774169921875,11.783852390327839,18.740340423583984,18.5927292200803,34.102725982666016,11.773920075580326,8.497488108727282,24.075326919555653,14.54507722111449,18.15697232429705,27.69564802199602,20.49311950079881,256,13699,0.28532333893098916,6
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case04,Laryngo-hypopharyngeal elongated cylinder,laryngohypopharynx,bystander_with_sink,"Bystander, anatomical vascular sink",10.845622444152832,1.5250939176136933,16.590954223466316,12.814593532792404,25.46954765319824,33.12323364257813,11.080112325302277,10.770833492279053,18.451781261077976,34.02213668823242,11.07688967579543,8.258333051302843,24.005607452392546,13.978892712460851,16.581584210095972,27.562877729535103,18.072905157646026,256,13699,-1.8701326369147926,5
seed11_hist0p5,11,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed11_hist0p5,case05,Parapharyngeal / prestyloid deep-space bulky mass,parapharyngeal_deep_space,physical_only,Physical-only,3.4999999046325683,2.3960103844818743,5.220711150447174,4.4205223791713175,12.688382377624512,12.363738441467286,5.882064874726113,3.779046356678009,4.8233029834995325,19.754114151000977,1.4934642547308796,3.14746727847695,12.710107669830323,5.216017602786758,5.220711150447174,13.895973267014494,5.799629816721112,776,18122,1.6901949275722392,8
