repeat_id,seed,history_scale,histories_base,histories_spot,repeat_root,plan_id,physical_rank,no_sink_rank,with_sink_rank,no_sink_vs_physical_shift,with_sink_vs_physical_shift,with_sink_vs_no_sink_shift,physical_risk_score,no_sink_risk_score,with_sink_risk_score
seed22_hist1p0,22,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist1p0,case06,1,3,1,2,0,-2,-7.27234828529526,-4.172954100993427,-5.058994542572631
seed22_hist1p0,22,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist1p0,case07,3,4,4,1,1,0,-1.1688308430058645,-1.9781743914455934,-2.493568461233288
seed22_hist1p0,22,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist1p0,case08,4,5,6,1,2,1,0.01901638134284822,0.46863641193188676,1.040287085666086
seed22_hist1p0,22,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist1p0,case09,7,8,7,1,0,-1,2.1619163302027267,2.0315849610234573,2.3356028424728095
seed22_hist1p0,22,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist1p0,case10,9,10,9,1,0,-1,3.2758676451647126,5.096779701944561,5.1122521445043745
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case01,6,2,3,-4,-3,1,0.10216749409076731,-4.172745544555905,-3.564504972110692
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case02,2,1,2,-1,0,1,-3.8495817590431427,-5.143372970539756,-4.503661521853323
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case03,10,9,9,-1,-1,0,7.142466976727386,4.943006216307896,4.9898734457351965
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case04,7,5,5,-2,-2,0,1.2126311328897805,0.4768062662681476,-1.6605571718975645
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case05,5,7,8,2,3,1,-0.2798520658744823,1.9009294741167488,3.305377331799948
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case06,1,3,1,2,0,-2,-7.463303658928226,-3.8651228006473066,-4.787982720570449
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case07,4,4,4,0,0,0,-1.6773464699079619,-2.099069820509421,-2.5996528836294366
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case08,3,6,6,3,3,0,-1.8919102585546987,0.5502604840997845,1.1713327914045237
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case09,8,8,7,0,-1,-1,1.2155217161073388,2.222383399404032,2.3447276297468354
seed22_hist2p0,22,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed22_hist2p0,case10,9,10,10,1,1,0,5.4892068671129195,5.186925296055604,5.305048071374975
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case01,5,2,3,-3,-2,1,-0.3621487090765919,-4.56796984028961,-3.6450720890284445
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case02,3,1,1,-2,-2,0,-3.3917388674961106,-4.7555697334036395,-4.438808542795759
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case03,10,10,9,0,-1,-1,6.977622422901087,5.108762229590231,5.148020412058739
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case04,4,5,5,1,1,0,-0.5455742025667875,0.10800910181248458,-2.2104967439976773
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case05,8,7,8,-1,0,1,3.2663444825026646,1.9754859569152328,3.288727260476779
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case06,1,3,2,2,1,-1,-7.5543760773625035,-3.6659981502115535,-4.156203274189869
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case07,2,4,4,2,2,0,-3.5795302294565268,-2.3935828845390765,-2.6709150949901277
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case08,7,6,6,-1,-1,0,1.3762129898669802,0.8857021199367159,1.313076391447264
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case09,6,8,7,2,1,-1,0.5097569150865444,2.2459257430605795,2.1790547483701372
seed33_hist0p5,33,0.5,500000,1000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist0p5,case10,9,9,10,0,1,1,3.303431225099782,5.059235457128573,5.192616932648966
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case01,7,2,3,-5,-4,1,0.5381406654615442,-4.272069581018089,-3.5476784981012037
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case02,2,1,2,-1,0,1,-1.9055574037625975,-4.9623828048931635,-4.535317632568167
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case03,10,10,10,0,0,0,6.942489779335219,5.196164692428071,5.326019148053157
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case04,4,5,5,1,1,0,-0.30969181460481465,0.2627756911380167,-1.8440873121714116
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case05,5,7,8,2,3,1,0.13092785579398214,1.7544001002114298,3.2768007825451306
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case06,1,3,1,2,0,-2,-9.152192370785718,-3.8343275757329356,-4.671378295007747
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case07,3,4,4,1,1,0,-1.853977777600703,-2.177121691129283,-2.620890974748957
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case08,6,6,6,0,0,0,0.1852062390828745,0.9147650083114236,1.376654724718774
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case09,8,8,7,0,-1,-1,1.3834826419174349,2.1720689658233683,2.3184431036007362
seed33_hist1p0,33,1.0,1000000,2000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist1p0,case10,9,9,9,0,0,0,4.041172185162798,4.945727194861146,4.921434953679703
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case01,3,2,3,-1,0,1,-2.55714034500921,-4.406538104107673,-3.6172483762958256
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case02,2,1,2,-1,0,1,-2.7873216617916903,-5.0124270384591245,-4.542309668555818
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case03,10,10,10,0,0,0,5.979301312315501,5.151375462444405,5.319262772081847
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case04,6,5,5,-1,-1,0,0.8087935228927495,0.3198079654670948,-1.8496470001329404
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case05,8,7,8,-1,0,1,1.652955874686954,1.7759268661576897,3.261283555946919
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case06,1,3,1,2,0,-2,-8.658795442549607,-3.7478540513835834,-4.696329384641828
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case07,4,4,4,0,0,0,-0.02684184595988226,-2.057186924406535,-2.441558017625961
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case08,5,6,6,1,1,0,0.6839091261037501,0.8197620928778981,1.4333576340795853
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case09,7,8,7,1,0,-1,1.2702832139014317,2.090001342799159,2.0997310015240895
seed33_hist2p0,33,2.0,2000000,4000000,/Users/kw/Desktop/SFRT_repo_docs_fix/project/public_results/revision_checks_20260616/step02_phase35_fullcohort/repeat_runs/seed33_hist2p0,case10,9,9,9,0,0,0,3.6348562864101615,5.067132388610689,5.033457483619985
